fra;jour;P_f;P_h;P;pop_f;pop_h;cl_age90;pop
FR;2020-09-14;266;295;569;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-14;1059;1141;2230;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-14;1903;1793;3702;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-14;1257;1024;2286;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-14;1058;844;1907;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-14;964;855;1824;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-14;514;483;1003;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-14;295;277;574;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-14;240;146;386;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-14;193;56;249;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-14;7752;6920;14741;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-15;252;300;561;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-15;1024;959;2005;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-15;1815;1725;3549;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-15;1110;965;2085;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-15;1028;865;1902;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-15;847;731;1581;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-15;438;464;904;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-15;241;237;479;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-15;185;136;322;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-15;108;36;144;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-15;7051;6420;13542;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-16;220;257;489;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-16;1042;1083;2152;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-16;1718;1830;3555;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-16;1086;1014;2102;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-16;932;833;1768;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-16;833;638;1476;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-16;483;488;975;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-16;250;256;506;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-16;180;113;293;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-16;99;37;136;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-16;6846;6553;13464;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-17;223;250;487;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-17;1041;1039;2095;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-17;1835;1849;3693;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-17;1127;1018;2149;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-17;1006;841;1850;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-17;827;696;1524;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-17;470;445;915;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-17;245;272;517;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-17;206;120;326;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-17;134;44;178;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-17;7119;6578;13748;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-18;236;246;493;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-18;1029;1007;2063;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-18;1752;1743;3501;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-18;1154;986;2146;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-18;904;790;1696;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-18;794;710;1506;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-18;460;444;906;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-18;255;246;501;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-18;180;141;322;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-18;108;45;153;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-18;6875;6361;13297;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-19;54;74;129;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-19;421;410;840;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-19;674;656;1331;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-19;374;389;766;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-19;384;344;730;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-19;302;324;626;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-19;193;181;376;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-19;108;102;210;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-19;84;60;144;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-19;45;13;58;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-19;2640;2553;5211;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-20;25;23;48;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-20;108;114;222;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-20;279;257;536;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-20;159;113;272;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-20;113;103;216;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-20;89;107;196;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-20;53;72;125;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-20;32;54;86;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-20;27;43;70;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-20;20;10;30;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-20;905;897;1802;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-21;197;246;457;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-21;1111;1080;2211;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-21;2064;2015;4092;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-21;1339;1118;2459;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-21;1156;948;2105;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-21;1013;864;1877;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-21;598;564;1162;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-21;327;329;657;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-21;254;173;427;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-21;148;49;198;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-21;8213;7391;15658;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-22;166;168;338;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-22;1030;1030;2075;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-22;1910;1789;3704;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-22;1211;1082;2295;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-22;1006;881;1889;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-22;897;831;1728;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-22;528;546;1076;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-22;267;293;560;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-22;211;138;352;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-22;146;44;191;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-22;7378;6813;14231;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-23;135;130;270;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-23;956;940;1919;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-23;1840;1743;3588;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-23;1073;991;2066;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-23;940;766;1709;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-23;829;747;1577;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-23;468;438;906;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-23;251;273;525;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-23;169;133;302;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-23;113;27;140;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-23;6779;6193;13016;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-24;148;140;292;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-24;891;909;1821;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-24;1721;1641;3367;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-24;1040;995;2037;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-24;924;788;1713;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-24;851;728;1582;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-24;475;482;959;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-24;254;255;510;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-24;185;130;315;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-24;95;37;132;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-24;6586;6106;12731;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-25;133;146;285;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-25;955;926;1900;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-25;1656;1589;3249;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-25;962;889;1853;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-25;881;802;1683;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-25;787;653;1442;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-25;457;448;906;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-25;268;279;547;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-25;170;120;291;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-25;92;35;127;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-25;6363;5890;12293;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-26;62;67;131;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-26;357;372;740;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-26;618;587;1206;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-26;378;351;729;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-26;305;305;611;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-26;316;305;622;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-26;181;175;356;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-26;97;120;218;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-26;79;60;139;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-26;28;21;49;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-26;2422;2364;4803;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-27;23;17;40;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-27;84;91;176;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-27;168;164;332;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-27;109;87;196;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-27;105;75;180;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-27;70;83;153;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-27;57;51;108;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-27;39;56;95;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-27;42;38;80;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-27;18;7;25;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-27;715;670;1386;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-28;146;160;309;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-28;933;973;1921;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-28;1758;1612;3382;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-28;1156;994;2153;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-28;1092;926;2020;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-28;900;834;1741;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-28;552;493;1047;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-28;319;344;664;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-28;196;140;337;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-28;116;41;157;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-28;7173;6522;13744;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-29;111;110;232;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-29;845;842;1703;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-29;1718;1600;3323;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-29;1128;936;2065;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-29;966;837;1804;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-29;868;775;1644;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-29;462;496;960;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-29;281;292;576;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-29;194;124;319;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-29;128;41;169;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-29;6702;6054;12799;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-30;137;131;274;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-30;916;948;1881;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-30;1728;1741;3470;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-30;1097;974;2074;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-30;1000;832;1833;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-30;884;765;1651;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-30;493;489;985;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-30;278;293;571;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-30;232;144;376;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-30;165;49;215;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-30;6933;6369;13338;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-01;148;163;323;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-01;1001;991;2030;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-01;1814;1801;3624;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-01;1269;1153;2426;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-01;1181;986;2170;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-01;987;868;1856;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-01;545;554;1100;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-01;318;288;606;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-01;188;139;327;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-01;117;50;168;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-01;7570;6997;14642;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-02;187;169;368;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-02;1136;1067;2236;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-02;1981;1841;3832;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-02;1385;1213;2599;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-02;1275;1081;2361;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-02;1113;963;2078;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-02;671;620;1295;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-02;361;373;735;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-02;273;175;449;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-02;177;66;245;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-02;8561;7570;16205;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-03;83;82;172;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-03;489;480;990;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-03;845;783;1630;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-03;622;562;1185;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-03;521;496;1019;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-03;485;477;963;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-03;301;283;588;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-03;167;181;348;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-03;130;87;217;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-03;75;32;107;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-03;3721;3466;7225;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-04;26;28;54;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-04;111;90;204;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-04;252;216;469;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-04;148;147;295;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-04;141;135;276;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-04;118;130;248;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-04;94;81;176;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-04;52;66;118;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-04;42;50;92;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-04;35;11;46;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-04;1019;955;1979;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-05;248;247;510;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-05;1312;1283;2624;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-05;2506;2275;4794;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-05;1892;1675;3568;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-05;1750;1536;3287;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-05;1545;1401;2947;4494308.44474725;4298366.32326346;59;8792674.76801071
