reg;week;P_f;P_h;P;T_f;T_h;T;cl_age90;pop
28;2020-S27;4;4;8;1099;1045;2145;79;298735
28;2020-S27;7;7;14;1245;700;1945;89;175068
28;2020-S27;2;0;2;963;250;1213;90;49907
28;2020-S27;72;65;139;12923;9609;22606;0;3303500
32;2020-S27;14;21;36;1459;1710;3189;09;731751
32;2020-S27;17;17;34;1472;1449;2927;19;793787
32;2020-S27;17;17;34;1969;1318;3290;29;690891
32;2020-S27;24;16;40;2356;1696;4054;39;752457
32;2020-S27;18;29;47;2064;1576;3641;49;759226
32;2020-S27;15;7;22;1914;1642;3557;59;763464
32;2020-S27;16;11;27;1624;1657;3282;69;702149
32;2020-S27;7;8;15;1394;1266;2661;79;452001
32;2020-S27;15;11;26;1396;791;2187;89;253185
32;2020-S27;6;1;7;683;189;872;90;63751
32;2020-S27;149;139;297;16340;13297;29686;0;5962662
44;2020-S27;3;4;10;900;1043;1961;09;598364
44;2020-S27;2;1;3;1128;1179;2333;19;659759
44;2020-S27;18;7;25;1824;1423;3249;29;616448
44;2020-S27;8;7;15;2136;1631;3770;39;675514
44;2020-S27;8;9;17;2072;1663;3738;49;694218
44;2020-S27;6;6;12;2248;1914;4163;59;754610
44;2020-S27;13;12;25;2596;2475;5073;69;703015
44;2020-S27;12;8;20;2230;2279;4511;79;465823
44;2020-S27;7;5;12;1645;1210;2858;89;276017
44;2020-S27;5;1;6;701;225;926;90;67979
44;2020-S27;82;60;151;17481;15043;32593;0;5511747
52;2020-S27;5;7;12;674;819;1544;09;437494
52;2020-S27;5;4;10;601;605;1229;19;496015
52;2020-S27;27;35;62;981;878;1864;29;397640
52;2020-S27;14;28;42;1037;918;1958;39;456089
52;2020-S27;16;18;34;855;853;1709;49;487292
52;2020-S27;5;14;19;796;796;1592;59;483216
52;2020-S27;4;7;11;729;716;1446;69;463141
52;2020-S27;0;2;2;631;677;1308;79;327708
52;2020-S27;9;5;14;693;570;1263;89;195383
52;2020-S27;5;2;7;441;215;656;90;57819
52;2020-S27;90;122;213;7439;7049;14574;0;3801797
53;2020-S27;2;3;6;552;558;1124;09;356171
53;2020-S27;0;2;2;392;435;832;19;417460
53;2020-S27;1;1;2;720;577;1319;29;336312
53;2020-S27;2;4;6;731;577;1308;39;378200
53;2020-S27;1;2;3;727;586;1314;49;424113
53;2020-S27;0;2;2;682;497;1179;59;442875
53;2020-S27;2;2;4;424;421;845;69;436709
53;2020-S27;1;0;1;363;358;721;79;310902
53;2020-S27;0;0;0;439;310;749;89;188000
53;2020-S27;1;1;3;253;93;348;90;49637
53;2020-S27;11;17;31;5284;4412;9743;0;3340379
75;2020-S27;0;2;2;850;972;1852;09;598395
75;2020-S27;2;4;7;914;831;1772;19;694926
75;2020-S27;3;8;11;1154;1107;2263;29;595642
75;2020-S27;9;8;17;1071;982;2054;39;679104
75;2020-S27;11;3;14;1022;878;1901;49;757513
75;2020-S27;7;2;9;912;789;1701;59;804241
75;2020-S27;1;2;3;857;839;1696;69;809683
75;2020-S27;1;5;6;708;814;1522;79;601384
75;2020-S27;1;0;1;756;531;1287;89;353294
75;2020-S27;0;0;0;483;190;673;90;105800
75;2020-S27;35;35;74;8731;7939;16737;0;5999982
76;2020-S27;4;3;10;900;988;1931;09;624545
76;2020-S27;9;8;17;1118;1126;2263;19;695911
76;2020-S27;14;8;22;1625;1482;3109;29;635780
76;2020-S27;12;13;25;1639;1341;2981;39;694345
76;2020-S27;12;9;21;1506;1300;2808;49;740353
76;2020-S27;3;8;11;1457;1291;2753;59;786358
76;2020-S27;4;3;7;1299;1411;2711;69;753886
76;2020-S27;4;2;6;1287;1469;2756;79;572470
76;2020-S27;3;1;4;1266;898;2166;89;325110
76;2020-S27;1;1;2;709;289;999;90;96100
76;2020-S27;66;56;128;12809;11599;24489;0;5924858
84;2020-S27;13;7;20;2646;2914;5594;09;940637
84;2020-S27;12;12;25;1809;1797;3621;19;999616
84;2020-S27;13;12;25;2374;1700;4075;29;894918
84;2020-S27;15;11;26;2798;2038;4836;39;1005784
84;2020-S27;12;16;28;2218;1835;4057;49;1035354
84;2020-S27;16;9;26;2080;1759;3845;59;1044459
84;2020-S27;16;7;24;1795;1727;3529;69;926660
84;2020-S27;6;5;12;1662;1813;3481;79;687362
84;2020-S27;7;4;11;1559;1140;2702;89;387722
84;2020-S27;3;0;4;928;415;1369;90;109865
84;2020-S27;114;83;208;19872;17140;37127;0;8032377
93;2020-S27;2;5;9;1326;1520;2856;09;551927
93;2020-S27;8;7;15;1201;1302;2514;19;576838
93;2020-S27;15;7;22;1632;1241;2874;29;509956
93;2020-S27;6;13;19;2114;1648;3765;39;599102
93;2020-S27;10;7;17;1760;1696;3458;49;631386
93;2020-S27;14;14;28;1821;1686;3507;59;678493
93;2020-S27;7;4;11;1654;1845;3502;69;632786
93;2020-S27;1;9;10;1556;1775;3331;79;509519
93;2020-S27;1;4;5;1230;1049;2279;89;284990
93;2020-S27;3;0;3;670;273;943;90;80654
93;2020-S27;67;70;145;14966;14049;29053;0;5055651
94;2020-S27;0;0;0;24;21;45;09;33744
94;2020-S27;0;0;0;41;41;82;19;34811
94;2020-S27;0;0;0;102;62;164;29;33361
94;2020-S27;0;0;0;107;67;174;39;43624
94;2020-S27;0;0;0;91;93;184;49;45205
94;2020-S27;1;0;1;123;111;234;59;47970
94;2020-S27;0;1;1;115;168;283;69;45095
94;2020-S27;0;1;1;129;161;290;79;36685
94;2020-S27;1;0;1;85;65;150;89;19405
94;2020-S27;0;0;0;11;15;26;90;4779
94;2020-S27;2;2;4;828;804;1632;0;344679
01;2020-S28;1;0;1;13;18;31;09;40134
01;2020-S28;1;0;1;197;166;363;19;50483
01;2020-S28;0;2;2;233;144;377;29;34558
01;2020-S28;1;0;1;204;166;370;39;37149
01;2020-S28;2;1;3;212;187;399;49;48928
01;2020-S28;0;0;0;248;186;434;59;60524
01;2020-S28;0;0;0;195;129;324;69;51113
01;2020-S28;0;0;0;72;48;120;79;33062
01;2020-S28;0;0;0;12;8;20;89;16008
01;2020-S28;0;0;0;0;3;3;90;4920
01;2020-S28;5;3;8;1387;1056;2444;0;376879
02;2020-S28;0;1;1;42;40;83;09;33991
02;2020-S28;0;0;0;165;147;313;19;43014
02;2020-S28;0;0;0;214;187;401;29;31496
02;2020-S28;0;0;0;161;133;294;39;34280
02;2020-S28;0;1;1;155;142;297;49;42967
02;2020-S28;1;0;1;204;138;342;59;62671
02;2020-S28;0;1;1;155;109;264;69;52556
02;2020-S28;1;0;1;48;38;86;79;33509
02;2020-S28;0;0;0;19;16;35;89;18767
02;2020-S28;0;0;0;5;2;7;90;5498
02;2020-S28;2;3;5;1169;953;2124;0;358749
03;2020-S28;28;28;57;161;164;334;09;62043
03;2020-S28;53;56;110;272;223;509;19;58638
03;2020-S28;118;92;215;431;421;875;29;40421
03;2020-S28;98;83;189;530;451;1016;39;39602
03;2020-S28;85;72;161;414;390;821;49;34757
03;2020-S28;58;54;116;321;316;658;59;27026
03;2020-S28;32;46;79;182;233;424;69;17446
03;2020-S28;14;24;38;71;122;194;79;7368
03;2020-S28;5;4;9;35;41;76;89;2721
03;2020-S28;2;2;4;20;9;29;90;669
03;2020-S28;493;461;978;2437;2373;4939;0;290691
04;2020-S28;1;1;2;96;115;211;09;121691
04;2020-S28;4;5;9;496;453;949;19;134452
04;2020-S28;4;2;6;880;680;1560;29;98215
04;2020-S28;3;2;5;674;553;1228;39;104568
04;2020-S28;5;4;9;498;485;983;49;113615
04;2020-S28;3;4;7;465;458;923;59;125597
04;2020-S28;3;2;5;328;363;691;69;89851
04;2020-S28;1;0;1;166;185;351;79;46693
04;2020-S28;0;1;1;76;54;130;89;20815
04;2020-S28;0;0;0;17;10;27;90;4462
04;2020-S28;24;21;45;3696;3356;7053;0;859959
05;2020-S28;0;0;0;0;0;0;09;703.704828175651
05;2020-S28;0;0;0;0;0;0;19;723.725880519921
05;2020-S28;0;0;0;0;0;0;29;475.133162078732
05;2020-S28;0;0;0;0;0;0;39;764.547319147651
05;2020-S28;0;0;0;1;0;1;49;1017.17633756848
05;2020-S28;0;0;0;1;0;1;59;978.233665832332
05;2020-S28;0;0;0;2;3;5;69;674.735312241807
05;2020-S28;0;0;0;1;0;1;79;405.196420115493
05;2020-S28;0;0;0;0;0;0;89;210.595968638888
05;2020-S28;0;0;0;0;0;0;90;43.9511056810479
05;2020-S28;0;0;0;5;3;8;0;5997
06;2020-S28;3;2;5;28;30;70;09;84963
06;2020-S28;1;2;3;51;61;130;19;65294
06;2020-S28;5;5;10;71;95;167;29;36651
06;2020-S28;5;7;12;95;75;171;39;37697
06;2020-S28;3;4;7;73;92;165;49;28132
06;2020-S28;5;4;9;58;73;132;59;14768
06;2020-S28;5;0;5;23;30;54;69;7746
06;2020-S28;0;1;1;3;6;9;79;3034
06;2020-S28;2;0;2;3;4;7;89;1005
06;2020-S28;0;0;0;0;0;0;90;181
06;2020-S28;29;25;54;405;466;905;0;279471
07;2020-S28;0;0;0;0;0;0;09;1034
07;2020-S28;0;0;0;5;7;12;19;835
07;2020-S28;0;0;0;13;16;29;29;1605
07;2020-S28;0;0;0;13;14;27;39;1752
07;2020-S28;0;0;0;24;32;56;49;1808
07;2020-S28;0;0;0;21;22;43;59;1548
07;2020-S28;0;0;0;9;21;30;69;742
07;2020-S28;0;0;0;8;7;15;79;421
07;2020-S28;0;0;0;1;0;1;89;181
07;2020-S28;0;0;0;0;0;0;90;35
07;2020-S28;0;0;0;94;119;213;0;9961
08;2020-S28;0;0;0;0;0;0;09;5712.98144471701
08;2020-S28;0;0;0;12;18;30;19;5939.43465671908
08;2020-S28;0;0;0;16;9;25;29;3799.05464202964
08;2020-S28;0;0;0;15;10;25;39;4598.38462039786
08;2020-S28;0;0;0;16;16;32;49;5611.98359257117
08;2020-S28;0;0;0;24;23;47;59;5042.53434487755
08;2020-S28;0;0;0;17;19;36;69;3060.02499200135
08;2020-S28;0;0;0;7;11;18;79;1152.93437717932
08;2020-S28;0;0;0;2;1;3;89;346.012162334751
08;2020-S28;0;0;0;0;0;0;90;70.6551671722845
08;2020-S28;0;0;0;109;107;216;0;35334
11;2020-S28;35;30;66;3781;4339;8274;09;1594856
11;2020-S28;48;42;90;4012;3870;7938;19;1546109
11;2020-S28;111;73;184;7117;4906;12043;29;1651917
11;2020-S28;112;71;183;9128;6418;15557;39;1757848
11;2020-S28;65;71;136;6851;5672;12535;49;1671811
11;2020-S28;65;64;129;5894;4974;10876;59;1538636
11;2020-S28;41;49;91;4703;4359;9065;69;1177841
11;2020-S28;21;20;41;3058;3195;6253;79;792962
11;2020-S28;17;15;32;2260;1716;3981;89;424358
11;2020-S28;18;4;22;1236;452;1689;90;121872
11;2020-S28;533;439;976;48049;39939;88288;0;12278210
24;2020-S28;3;2;5;348;413;777;09;284406
24;2020-S28;1;3;4;543;508;1060;19;314164
24;2020-S28;6;2;8;787;552;1340;29;248773
24;2020-S28;5;8;13;995;690;1686;39;292368
24;2020-S28;8;3;11;929;702;1631;49;320587
24;2020-S28;4;4;8;905;702;1607;59;340563
24;2020-S28;3;2;5;1030;884;1915;69;330686
24;2020-S28;4;3;7;826;844;1670;79;240021
24;2020-S28;2;0;2;646;493;1140;89;144224
24;2020-S28;0;0;0;289;118;408;90;43281
24;2020-S28;36;27;64;7300;5908;13239;0;2559073
27;2020-S28;1;0;1;571;624;1197;09;293052
27;2020-S28;2;2;4;512;490;1004;19;333965
27;2020-S28;6;9;15;849;729;1579;29;276000
27;2020-S28;3;4;7;970;791;1761;39;315411
27;2020-S28;10;3;13;872;715;1587;49;341897
27;2020-S28;10;9;19;939;773;1712;59;373767
27;2020-S28;8;5;13;980;943;1923;69;370797
27;2020-S28;6;4;10;903;938;1841;79;274422
27;2020-S28;2;0;2;912;635;1547;89;158471
27;2020-S28;4;2;6;573;179;752;90;45257
27;2020-S28;52;38;90;8081;6817;14903;0;2783039
28;2020-S28;12;4;17;1025;1144;2230;09;367591
28;2020-S28;12;5;17;1093;961;2081;19;413746
28;2020-S28;13;6;19;1562;1030;2596;29;341929
28;2020-S28;11;6;18;2155;1373;3537;39;385115
28;2020-S28;8;6;14;1701;1274;2982;49;407095
28;2020-S28;0;6;6;1607;1278;2890;59;435868
28;2020-S28;4;5;9;1497;1396;2895;69;428446
28;2020-S28;3;3;6;1240;1143;2386;79;298735
28;2020-S28;1;0;1;982;647;1630;89;175068
28;2020-S28;1;0;1;554;181;735;90;49907
28;2020-S28;65;41;108;13417;10427;23963;0;3303500
32;2020-S28;11;8;19;1340;1535;2901;09;731751
32;2020-S28;24;35;59;1468;1320;2805;19;793787
32;2020-S28;20;18;39;2309;1699;4013;29;690891
32;2020-S28;24;25;49;2825;2101;4930;39;752457
32;2020-S28;26;18;44;2230;1861;4097;49;759226
32;2020-S28;20;20;40;2080;1820;3904;59;763464
32;2020-S28;15;13;28;1831;1862;3698;69;702149
32;2020-S28;11;17;28;1391;1406;2807;79;452001
32;2020-S28;17;4;21;1306;764;2073;89;253185
32;2020-S28;8;1;9;700;216;916;90;63751
32;2020-S28;176;159;336;17487;14594;32162;0;5962662
44;2020-S28;4;3;7;1017;1242;2287;09;598364
44;2020-S28;2;5;7;1250;1147;2403;19;659759
44;2020-S28;16;20;36;2076;1545;3624;29;616448
44;2020-S28;6;7;13;2528;1861;4390;39;675514
44;2020-S28;15;16;31;2158;1710;3869;49;694218
44;2020-S28;2;7;9;2248;1804;4056;59;754610
44;2020-S28;11;11;22;2272;2306;4579;69;703015
44;2020-S28;6;10;16;1854;2105;3961;79;465823
44;2020-S28;2;6;8;1434;1169;2603;89;276017
44;2020-S28;3;3;6;652;231;883;90;67979
44;2020-S28;67;88;156;17491;15124;32663;0;5511747
52;2020-S28;14;8;23;946;1039;2066;09;437494
52;2020-S28;20;18;41;837;764;1634;19;496015
52;2020-S28;19;30;49;1232;1002;2240;29;397640
52;2020-S28;34;23;57;1637;1202;2843;39;456089
52;2020-S28;22;14;36;1285;975;2262;49;487292
52;2020-S28;19;16;35;1050;824;1874;59;483216
52;2020-S28;5;7;12;825;821;1646;69;463141
52;2020-S28;5;7;12;680;678;1358;79;327708
52;2020-S28;6;2;8;830;579;1409;89;195383
52;2020-S28;0;0;0;650;213;864;90;57819
52;2020-S28;144;125;273;9973;8097;18201;0;3801797
53;2020-S28;6;3;9;751;838;1633;09;356171
53;2020-S28;3;5;8;510;463;979;19;417460
53;2020-S28;9;5;14;915;655;1606;29;336312
53;2020-S28;12;6;18;1163;914;2077;39;378200
53;2020-S28;13;8;21;881;805;1686;49;424113
53;2020-S28;7;5;12;810;701;1511;59;442875
53;2020-S28;4;4;8;506;540;1046;69;436709
53;2020-S28;3;5;8;393;416;809;79;310902
53;2020-S28;1;2;3;412;275;687;89;188000
53;2020-S28;0;0;0;248;77;325;90;49637
53;2020-S28;58;43;101;6590;5686;12362;0;3340379
75;2020-S28;6;5;12;1045;1178;2267;09;598395
75;2020-S28;4;8;12;1065;986;2065;19;694926
75;2020-S28;5;3;8;1554;1331;2887;29;595642
75;2020-S28;5;4;9;1887;1386;3274;39;679104
75;2020-S28;14;11;25;1385;1198;2585;49;757513
75;2020-S28;2;11;13;1241;997;2239;59;804241
75;2020-S28;5;7;12;1055;1015;2071;69;809683
75;2020-S28;1;2;3;843;896;1743;79;601384
75;2020-S28;4;1;5;778;589;1369;89;353294
75;2020-S28;1;1;2;468;208;676;90;105800
75;2020-S28;47;53;106;11326;9790;21194;0;5999982
76;2020-S28;1;3;4;1181;1298;2544;09;624545
76;2020-S28;9;10;19;1170;1104;2315;19;695911
76;2020-S28;11;12;23;1870;1484;3359;29;635780
76;2020-S28;13;11;24;2178;1593;3774;39;694345
76;2020-S28;7;14;21;1721;1509;3233;49;740353
76;2020-S28;5;8;13;1588;1439;3030;59;786358
76;2020-S28;5;5;10;1368;1384;2755;69;753886
76;2020-S28;2;1;3;1246;1379;2629;79;572470
76;2020-S28;0;1;1;1116;819;1938;89;325110
76;2020-S28;1;0;1;605;244;851;90;96100
76;2020-S28;54;65;119;14048;12264;26446;0;5924858
84;2020-S28;11;10;21;2846;3024;5914;09;940637
84;2020-S28;15;14;29;2111;1954;4080;19;999616
84;2020-S28;37;21;58;3084;2203;5288;29;894918
84;2020-S28;22;18;40;4373;2979;7352;39;1005784
84;2020-S28;19;13;32;2873;2319;5193;49;1035354
84;2020-S28;20;19;39;2541;1924;4466;59;1044459
84;2020-S28;21;10;31;2063;1908;3971;69;926660
84;2020-S28;7;10;17;1672;1727;3399;79;687362
84;2020-S28;7;9;16;1546;1180;2728;89;387722
84;2020-S28;5;2;7;919;361;1280;90;109865
84;2020-S28;164;126;290;24030;19581;43675;0;8032377
93;2020-S28;9;9;19;1327;1534;2877;09;551927
93;2020-S28;18;13;31;1563;1425;2998;19;576838
93;2020-S28;20;19;39;2255;1595;3856;29;509956
93;2020-S28;23;17;40;2924;2124;5053;39;599102
93;2020-S28;12;22;34;2239;1928;4171;49;631386
93;2020-S28;12;28;40;2094;1902;4000;59;678493
93;2020-S28;9;11;20;1813;1896;3710;69;632786
93;2020-S28;8;8;16;1563;1827;3393;79;509519
93;2020-S28;6;2;8;1330;1032;2362;89;284990
93;2020-S28;2;0;2;716;298;1014;90;80654
93;2020-S28;119;129;250;17828;15572;33451;0;5055651
94;2020-S28;0;0;0;26;23;51;09;33744
94;2020-S28;0;0;0;45;63;108;19;34811
94;2020-S28;0;4;4;88;110;198;29;33361
94;2020-S28;0;1;1;111;92;203;39;43624
94;2020-S28;0;0;0;108;123;231;49;45205
94;2020-S28;1;0;1;99;138;237;59;47970
94;2020-S28;0;0;0;118;162;280;69;45095
94;2020-S28;0;0;0;86;124;210;79;36685
94;2020-S28;0;0;0;80;84;164;89;19405
94;2020-S28;0;0;0;31;19;50;90;4779
94;2020-S28;1;5;6;793;940;1735;0;344679
01;2020-S29;0;0;0;12;16;29;09;40134
01;2020-S29;1;1;2;174;161;338;19;50483
01;2020-S29;2;0;2;186;129;316;29;34558
01;2020-S29;1;1;2;176;134;310;39;37149
01;2020-S29;1;0;1;209;171;380;49;48928
01;2020-S29;1;1;2;254;186;440;59;60524
01;2020-S29;0;1;1;144;135;279;69;51113
01;2020-S29;0;0;0;66;34;100;79;33062
01;2020-S29;0;0;0;11;15;26;89;16008
01;2020-S29;0;0;0;5;4;9;90;4920
01;2020-S29;6;4;10;1238;985;2229;0;376879
02;2020-S29;0;0;0;32;48;80;09;33991
02;2020-S29;0;0;0;205;207;413;19;43014
02;2020-S29;2;0;2;225;121;346;29;31496
02;2020-S29;1;1;2;195;144;339;39;34280
02;2020-S29;0;1;1;204;182;386;49;42967
02;2020-S29;2;0;2;245;162;407;59;62671
02;2020-S29;1;0;1;174;125;299;69;52556
02;2020-S29;0;0;0;55;38;93;79;33509
02;2020-S29;0;0;0;19;7;26;89;18767
02;2020-S29;0;0;0;5;2;7;90;5498
02;2020-S29;6;2;8;1360;1036;2397;0;358749
03;2020-S29;11;24;35;105;145;255;09;62043
03;2020-S29;37;35;75;252;205;472;19;58638
03;2020-S29;77;69;151;414;343;779;29;40421
03;2020-S29;69;47;120;447;352;826;39;39602
03;2020-S29;61;61;128;370;324;720;49;34757
03;2020-S29;38;59;98;259;300;574;59;27026
03;2020-S29;17;26;43;131;192;328;69;17446
03;2020-S29;4;9;13;50;67;119;79;7368
03;2020-S29;1;2;3;22;21;45;89;2721
03;2020-S29;0;1;1;14;5;20;90;669
03;2020-S29;315;333;667;2064;1955;4139;0;290691
04;2020-S29;2;2;4;83;129;212;09;121691
04;2020-S29;1;1;2;572;497;1072;19;134452
04;2020-S29;2;4;6;809;606;1415;29;98215
04;2020-S29;2;5;7;783;619;1402;39;104568
04;2020-S29;5;5;10;687;561;1248;49;113615
04;2020-S29;1;3;4;608;530;1138;59;125597
04;2020-S29;0;2;2;404;425;829;69;89851
04;2020-S29;1;0;1;223;212;435;79;46693
04;2020-S29;0;0;0;86;67;153;89;20815
04;2020-S29;0;0;0;23;5;28;90;4462
04;2020-S29;14;22;36;4278;3651;7932;0;859959
05;2020-S29;0;0;0;0;1;1;09;703.704828175651
05;2020-S29;0;0;0;1;1;2;19;723.725880519921
05;2020-S29;0;0;0;4;2;6;29;475.133162078732
05;2020-S29;0;0;0;4;0;4;39;764.547319147651
05;2020-S29;0;0;0;3;2;5;49;1017.17633756848
05;2020-S29;0;0;0;3;2;5;59;978.233665832332
05;2020-S29;0;0;0;4;4;8;69;674.735312241807
05;2020-S29;0;0;0;1;1;2;79;405.196420115493
05;2020-S29;0;0;0;0;0;0;89;210.595968638888
05;2020-S29;0;0;0;0;0;0;90;43.9511056810479
05;2020-S29;0;0;0;20;13;33;0;5997
06;2020-S29;0;1;1;17;20;44;09;84963
06;2020-S29;6;12;18;53;84;139;19;65294
06;2020-S29;9;12;21;98;98;196;29;36651
06;2020-S29;12;8;20;130;99;229;39;37697
06;2020-S29;9;10;19;98;107;205;49;28132
06;2020-S29;3;0;3;53;60;113;59;14768
06;2020-S29;0;2;2;27;33;60;69;7746
06;2020-S29;1;1;2;5;7;12;79;3034
06;2020-S29;0;0;0;4;2;6;89;1005
06;2020-S29;0;0;0;0;0;0;90;181
06;2020-S29;40;46;86;485;510;1004;0;279471
07;2020-S29;0;0;0;0;0;0;09;1034
07;2020-S29;0;0;0;8;10;18;19;835
07;2020-S29;0;0;0;17;12;29;29;1605
07;2020-S29;0;0;0;24;28;52;39;1752
07;2020-S29;0;0;0;22;13;35;49;1808
07;2020-S29;0;1;1;22;29;51;59;1548
07;2020-S29;0;0;0;17;16;33;69;742
07;2020-S29;0;0;0;7;4;11;79;421
07;2020-S29;0;1;1;2;2;4;89;181
07;2020-S29;0;0;0;0;0;0;90;35
07;2020-S29;0;2;2;119;114;233;0;9961
08;2020-S29;0;0;0;6;4;10;09;5712.98144471701
08;2020-S29;0;0;0;10;14;24;19;5939.43465671908
08;2020-S29;0;0;0;7;17;24;29;3799.05464202964
08;2020-S29;0;0;0;14;27;41;39;4598.38462039786
08;2020-S29;0;0;0;17;28;45;49;5611.98359257117
08;2020-S29;0;0;0;18;28;46;59;5042.53434487755
08;2020-S29;0;1;1;6;11;17;69;3060.02499200135
08;2020-S29;0;1;1;5;4;9;79;1152.93437717932
08;2020-S29;0;0;0;0;1;1;89;346.012162334751
08;2020-S29;0;0;0;0;0;0;90;70.6551671722845
08;2020-S29;0;2;2;83;134;217;0;35334
11;2020-S29;22;33;55;2594;2959;5632;09;1594856
11;2020-S29;60;54;115;4036;3960;8078;19;1546109
11;2020-S29;136;103;239;8237;5823;14068;29;1651917
11;2020-S29;127;121;248;8903;6890;15807;39;1757848
11;2020-S29;95;77;173;6676;5743;12426;49;1671811
11;2020-S29;86;75;161;5816;5003;10823;59;1538636
11;2020-S29;58;54;112;4780;4363;9147;69;1177841
11;2020-S29;33;48;81;3323;3335;6661;79;792962
11;2020-S29;14;18;32;2244;1713;3959;89;424358
11;2020-S29;11;5;16;1062;441;1503;90;121872
11;2020-S29;643;590;1242;47686;40297;88228;0;12278210
24;2020-S29;0;2;2;256;292;555;09;284406
24;2020-S29;0;1;1;461;449;915;19;314164
24;2020-S29;7;3;10;792;573;1365;29;248773
24;2020-S29;1;2;3;833;650;1484;39;292368
24;2020-S29;3;0;3;657;536;1194;49;320587
24;2020-S29;1;8;9;629;539;1168;59;340563
24;2020-S29;1;0;1;592;561;1153;69;330686
24;2020-S29;3;2;5;443;512;956;79;240021
24;2020-S29;1;3;4;457;337;794;89;144224
24;2020-S29;0;0;0;275;125;400;90;43281
24;2020-S29;17;21;38;5395;4576;9986;0;2559073
27;2020-S29;1;1;2;411;522;933;09;293052
27;2020-S29;1;0;1;617;572;1194;19;333965
27;2020-S29;5;4;9;1065;778;1843;29;276000
27;2020-S29;3;7;10;1153;846;1999;39;315411
27;2020-S29;10;6;16;977;804;1781;49;341897
27;2020-S29;5;3;8;962;802;1764;59;373767
27;2020-S29;6;7;13;1057;997;2054;69;370797
27;2020-S29;5;6;11;882;932;1814;79;274422
27;2020-S29;1;0;1;845;621;1466;89;158471
27;2020-S29;3;0;3;486;170;656;90;45257
27;2020-S29;40;34;74;8458;7046;15509;0;2783039
28;2020-S29;4;2;7;764;757;1566;09;367591
28;2020-S29;5;7;12;949;913;1899;19;413746
28;2020-S29;15;3;18;1600;1161;2764;29;341929
28;2020-S29;8;7;15;1763;1280;3046;39;385115
28;2020-S29;6;5;11;1325;1155;2483;49;407095
28;2020-S29;4;2;6;1322;1135;2458;59;435868
28;2020-S29;5;3;8;1484;1287;2774;69;428446
28;2020-S29;4;5;9;1145;1050;2198;79;298735
28;2020-S29;4;1;5;870;569;1440;89;175068
28;2020-S29;0;1;1;387;147;534;90;49907
28;2020-S29;55;36;92;11610;9455;21164;0;3303500
32;2020-S29;13;24;38;1050;1241;2313;09;731751
32;2020-S29;17;38;55;1465;1513;2986;19;793787
32;2020-S29;26;33;60;2487;1948;4440;29;690891
32;2020-S29;25;26;51;2921;2274;5201;39;752457
32;2020-S29;21;26;47;2154;1884;4038;49;759226
32;2020-S29;15;22;37;2091;1775;3869;59;763464
32;2020-S29;18;14;32;1885;1797;3686;69;702149
32;2020-S29;13;12;25;1377;1489;2871;79;452001
32;2020-S29;8;4;12;1137;779;1916;89;253185
32;2020-S29;4;1;5;492;169;661;90;63751
32;2020-S29;160;200;368;17062;14872;31997;0;5962662
44;2020-S29;6;9;15;911;990;1917;09;598364
44;2020-S29;9;19;29;1300;1239;2552;19;659759
44;2020-S29;20;13;33;2324;1699;4024;29;616448
44;2020-S29;40;37;77;2647;2056;4707;39;675514
44;2020-S29;17;19;36;2121;1856;3979;49;694218
44;2020-S29;28;24;52;2104;1888;3992;59;754610
44;2020-S29;17;25;42;2239;2117;4356;69;703015
44;2020-S29;15;19;34;1649;1861;3512;79;465823
44;2020-S29;11;4;15;1339;1026;2368;89;276017
44;2020-S29;6;0;6;571;235;807;90;67979
44;2020-S29;169;169;339;17205;14972;32219;0;5511747
52;2020-S29;18;19;41;813;945;1845;09;437494
52;2020-S29;20;41;63;1182;1088;2319;19;496015
52;2020-S29;32;46;78;1918;1445;3370;29;397640
52;2020-S29;37;46;83;2202;1784;3987;39;456089
52;2020-S29;23;21;44;1643;1441;3086;49;487292
52;2020-S29;24;30;54;1571;1306;2877;59;483216
52;2020-S29;17;10;27;1361;1243;2604;69;463141
52;2020-S29;11;5;16;1023;951;1975;79;327708
52;2020-S29;3;4;7;946;698;1644;89;195383
52;2020-S29;5;0;5;489;216;706;90;57819
52;2020-S29;190;222;418;13151;11118;24419;0;3801797
53;2020-S29;10;11;21;885;1046;2006;09;356171
53;2020-S29;13;13;26;983;909;1917;19;417460
53;2020-S29;20;14;34;1580;1153;2742;29;336312
53;2020-S29;27;24;51;1878;1384;3264;39;378200
53;2020-S29;14;17;31;1320;1186;2506;49;424113
53;2020-S29;20;14;34;1188;931;2121;59;442875
53;2020-S29;12;8;20;1020;869;1889;69;436709
53;2020-S29;7;5;12;660;653;1313;79;310902
53;2020-S29;4;5;9;650;418;1068;89;188000
53;2020-S29;4;0;4;340;127;467;90;49637
53;2020-S29;131;111;242;10505;8677;19311;0;3340379
75;2020-S29;1;5;7;872;1022;1913;09;598395
75;2020-S29;6;10;16;1348;1284;2654;19;694926
75;2020-S29;22;23;45;1915;1645;3563;29;595642
75;2020-S29;8;14;22;2193;1800;3996;39;679104
75;2020-S29;7;5;12;1616;1506;3123;49;757513
75;2020-S29;4;9;13;1436;1226;2662;59;804241
75;2020-S29;4;7;11;1264;1212;2477;69;809683
75;2020-S29;4;3;7;984;1008;1995;79;601384
75;2020-S29;8;3;11;847;655;1504;89;353294
75;2020-S29;2;2;4;463;173;636;90;105800
75;2020-S29;66;81;148;12948;11540;24542;0;5999982
