reg;week;P_f;P_h;P;T_f;T_h;T;cl_age90;pop
02;2021-S13;6;8;14;119;123;243;09;33991
02;2021-S13;35;23;58;395;363;760;19;43014
02;2021-S13;43;36;80;569;427;1002;29;31496
02;2021-S13;53;38;91;649;512;1162;39;34280
02;2021-S13;69;52;121;687;513;1202;49;42967
02;2021-S13;80;60;140;792;578;1371;59;62671
02;2021-S13;49;49;100;467;419;889;69;52556
02;2021-S13;24;35;59;200;190;390;79;33509
02;2021-S13;10;10;20;91;73;164;89;18767
02;2021-S13;2;1;3;27;14;41;90;5498
02;2021-S13;371;312;686;3996;3212;7224;0;358749
03;2021-S13;4;3;7;65;70;136;09;62043
03;2021-S13;10;9;19;268;302;576;19;58638
03;2021-S13;18;9;27;447;355;805;29;40421
03;2021-S13;17;16;33;584;455;1042;39;39602
03;2021-S13;27;24;51;462;436;899;49;34757
03;2021-S13;17;27;45;381;458;841;59;27026
03;2021-S13;14;12;26;260;300;562;69;17446
03;2021-S13;5;3;8;77;82;160;79;7368
03;2021-S13;4;1;5;19;14;33;89;2721
03;2021-S13;0;1;1;12;2;14;90;669
03;2021-S13;116;105;222;2575;2475;5069;0;290691
04;2021-S13;36;39;75;869;930;1802;09;121691
04;2021-S13;79;82;161;2401;2513;4916;19;134452
04;2021-S13;62;65;127;1585;1292;2877;29;98215
04;2021-S13;82;78;160;1861;1477;3339;39;104568
04;2021-S13;70;68;138;1643;1419;3062;49;113615
04;2021-S13;74;48;122;1388;1280;2669;59;125597
04;2021-S13;36;34;70;819;925;1744;69;89851
04;2021-S13;21;23;44;443;494;937;79;46693
04;2021-S13;7;7;14;221;180;401;89;20815
04;2021-S13;4;0;4;128;45;173;90;4462
04;2021-S13;471;444;915;11359;10555;21921;0;859959
05;2021-S13;0;0;0;0;1;1;09;703.704828175651
05;2021-S13;0;0;0;0;0;0;19;723.725880519921
05;2021-S13;0;0;0;0;0;0;29;475.133162078732
05;2021-S13;0;0;0;0;2;2;39;764.547319147651
05;2021-S13;1;0;1;1;2;3;49;1017.17633756848
05;2021-S13;0;0;0;1;2;3;59;978.233665832332
05;2021-S13;0;0;0;1;3;4;69;674.735312241807
05;2021-S13;0;0;0;0;0;0;79;405.196420115493
05;2021-S13;0;0;0;0;0;0;89;210.595968638888
05;2021-S13;0;0;0;0;0;0;90;43.9511056810479
05;2021-S13;1;0;1;3;10;13;0;5997
06;2021-S13;6;0;6;61;73;135;09;84963
06;2021-S13;24;13;39;384;394;796;19;65294
06;2021-S13;22;15;37;325;419;744;29;36651
06;2021-S13;15;14;29;250;320;570;39;37697
06;2021-S13;13;5;18;200;252;452;49;28132
06;2021-S13;6;8;14;121;161;282;59;14768
06;2021-S13;4;4;8;129;173;302;69;7746
06;2021-S13;1;1;2;17;28;45;79;3034
06;2021-S13;0;1;1;1;8;9;89;1005
06;2021-S13;0;0;0;0;2;2;90;181
06;2021-S13;91;61;154;1489;1831;3339;0;279471
07;2021-S13;0;0;0;7;6;13;09;1034
07;2021-S13;1;0;1;38;33;71;19;835
07;2021-S13;2;1;3;117;104;221;29;1605
07;2021-S13;2;1;3;76;108;184;39;1752
07;2021-S13;2;2;4;64;97;161;49;1808
07;2021-S13;1;1;2;79;85;164;59;1548
07;2021-S13;2;2;4;46;51;97;69;742
07;2021-S13;0;0;0;11;16;27;79;421
07;2021-S13;0;0;0;2;2;4;89;181
07;2021-S13;0;0;0;0;0;0;90;35
07;2021-S13;10;7;17;440;502;942;0;9961
08;2021-S13;0;0;0;16;12;28;09;5712.98144471701
08;2021-S13;2;3;5;42;32;74;19;5939.43465671908
08;2021-S13;1;0;1;56;44;100;29;3799.05464202964
08;2021-S13;3;0;3;98;91;189;39;4598.38462039786
08;2021-S13;2;0;2;101;73;174;49;5611.98359257117
08;2021-S13;0;2;2;91;83;174;59;5042.53434487755
08;2021-S13;1;1;2;56;63;119;69;3060.02499200135
08;2021-S13;0;0;0;13;25;38;79;1152.93437717932
08;2021-S13;0;0;0;3;1;4;89;346.012162334751
08;2021-S13;0;0;0;1;0;1;90;70.6551671722845
08;2021-S13;9;6;15;477;424;901;0;35334
11;2021-S13;2379;2437;5102;39994;41573;85334;09;1594856
11;2021-S13;5856;5910;12290;79026;78427;162837;19;1546109
11;2021-S13;6321;5659;12029;76027;60003;136419;29;1651917
11;2021-S13;7138;6002;13182;79540;63463;143398;39;1757848
11;2021-S13;6593;5953;12606;66645;55841;122842;49;1671811
11;2021-S13;4759;4464;9263;48390;41313;89954;59;1538636
11;2021-S13;2798;2454;5332;29648;25955;56337;69;1177841
11;2021-S13;1189;1084;2283;13841;11843;25733;79;792962
11;2021-S13;740;487;1231;7786;4957;12769;89;424358
11;2021-S13;345;155;500;4584;1456;6046;90;121872
11;2021-S13;38127;34626;73851;445634;385017;842048;0;12278210
24;2021-S13;195;209;412;4203;4416;8780;09;284406
24;2021-S13;592;646;1259;8574;9164;17921;19;314164
24;2021-S13;607;539;1146;8214;6343;14577;29;248773
24;2021-S13;655;535;1195;9165;6631;15820;39;292368
24;2021-S13;628;594;1223;8433;6443;14893;49;320587
24;2021-S13;567;520;1088;7313;5789;13118;59;340563
24;2021-S13;336;346;684;4871;4361;9245;69;330686
24;2021-S13;241;217;459;3119;2829;5950;79;240021
24;2021-S13;134;80;214;2230;1413;3643;89;144224
24;2021-S13;63;36;99;1563;515;2078;90;43281
24;2021-S13;4020;3722;7782;57695;47912;106048;0;2559073
27;2021-S13;229;254;487;5905;6453;12411;09;293052
27;2021-S13;698;695;1399;10914;11588;22567;19;333965
27;2021-S13;607;604;1211;8248;7049;15303;29;276000
27;2021-S13;671;538;1209;9463;7213;16681;39;315411
27;2021-S13;693;627;1320;8752;7085;15839;49;341897
27;2021-S13;607;556;1163;8184;6480;14668;59;373767
27;2021-S13;445;432;877;6265;5432;11698;69;370797
27;2021-S13;279;226;505;3815;3635;7451;79;274422
27;2021-S13;182;102;284;2638;1680;4318;89;158471
27;2021-S13;93;32;125;1595;518;2113;90;45257
27;2021-S13;4504;4067;8581;65780;57142;123059;0;2783039
28;2021-S13;331;350;706;10324;10582;22104;09;367591
28;2021-S13;811;922;1757;13661;13823;27979;19;413746
28;2021-S13;731;718;1454;11453;8863;20362;29;341929
28;2021-S13;743;691;1437;13376;9647;23064;39;385115
28;2021-S13;819;745;1565;11944;9047;21018;49;407095
28;2021-S13;699;667;1366;10440;8086;18549;59;435868
28;2021-S13;527;483;1010;7166;6161;13342;69;428446
28;2021-S13;313;246;559;4359;3792;8155;79;298735
28;2021-S13;231;104;335;3609;2020;5630;89;175068
28;2021-S13;105;42;147;2289;714;3004;90;49907
28;2021-S13;5311;4972;10342;88629;72749;163233;0;3303500
32;2021-S13;990;1033;2031;24971;26087;51167;09;731751
32;2021-S13;2234;2295;4537;35203;35893;71256;19;793787
32;2021-S13;1978;1781;3764;25414;19776;45307;29;690891
32;2021-S13;2194;1806;4004;29188;21944;51231;39;752457
32;2021-S13;2087;1878;3968;25429;20309;45802;49;759226
32;2021-S13;1852;1688;3544;20010;16352;36409;59;763464
32;2021-S13;1240;964;2206;13146;10780;23936;69;702149
32;2021-S13;647;568;1215;7334;6335;13678;79;452001
32;2021-S13;478;269;747;5542;2900;8443;89;253185
32;2021-S13;188;76;264;2985;820;3806;90;63751
32;2021-S13;13893;12361;26288;189300;161260;351177;0;5962662
44;2021-S13;540;535;1083;16358;17248;33833;09;598364
44;2021-S13;1276;1302;2595;27624;27755;55671;19;659759
44;2021-S13;1222;1123;2348;22616;18921;41603;29;616448
44;2021-S13;1305;1102;2414;25020;19874;44984;39;675514
44;2021-S13;1245;1147;2398;22767;19479;42327;49;694218
44;2021-S13;1080;1062;2148;21370;19175;40641;59;754610
44;2021-S13;814;730;1548;14486;13799;28329;69;703015
44;2021-S13;437;413;854;7493;7478;15004;79;465823
44;2021-S13;290;172;469;4967;3138;8139;89;276017
44;2021-S13;123;50;173;2482;766;3257;90;67979
44;2021-S13;8334;7636;16033;165205;147652;313834;0;5511747
52;2021-S13;338;330;677;9085;9733;19064;09;437494
52;2021-S13;947;986;1946;17023;16918;34178;19;496015
52;2021-S13;833;867;1702;13437;11208;24664;29;397640
52;2021-S13;803;682;1485;14734;11560;26304;39;456089
52;2021-S13;853;729;1583;13415;10835;24262;49;487292
52;2021-S13;688;628;1316;10739;8653;19394;59;483216
52;2021-S13;444;434;878;7256;6398;13658;69;463141
52;2021-S13;286;252;538;4467;4148;8615;79;327708
52;2021-S13;155;108;263;3477;2268;5745;89;195383
52;2021-S13;62;38;100;2568;825;3393;90;57819
52;2021-S13;5409;5055;10489;96207;82552;179293;0;3801797
53;2021-S13;224;233;460;6122;6400;12615;09;356171
53;2021-S13;580;626;1212;11662;12718;24489;19;417460
53;2021-S13;482;490;974;9688;8163;17864;29;336312
53;2021-S13;484;438;923;10624;8177;18809;39;378200
53;2021-S13;517;464;982;9517;7855;17384;49;424113
53;2021-S13;423;414;837;8071;6712;14792;59;442875
53;2021-S13;231;263;494;5783;5074;10859;69;436709
53;2021-S13;184;135;319;3716;3326;7045;79;310902
53;2021-S13;92;67;159;2609;1752;4361;89;188000
53;2021-S13;38;17;55;1431;493;1925;90;49637
53;2021-S13;3255;3148;6416;69225;60677;130152;0;3340379
75;2021-S13;326;327;658;12184;12851;25534;09;598395
75;2021-S13;1131;1176;2318;21224;22200;43730;19;694926
75;2021-S13;994;1034;2030;18759;15475;34284;29;595642
75;2021-S13;935;751;1689;19750;15185;34961;39;679104
75;2021-S13;1042;923;1967;19206;15233;34458;49;757513
75;2021-S13;808;770;1578;16946;13494;30457;59;804241
75;2021-S13;548;497;1045;11970;10575;22555;69;809683
75;2021-S13;269;289;559;7360;7269;14636;79;601384
75;2021-S13;171;116;288;5260;3547;8812;89;353294
75;2021-S13;105;40;145;3449;1221;4671;90;105800
75;2021-S13;6331;5927;12283;136147;117090;254177;0;5999982
76;2021-S13;453;459;933;12028;12436;24904;09;624545
76;2021-S13;1285;1358;2678;21903;22901;45343;19;695911
76;2021-S13;1297;1216;2515;23577;19076;42711;29;635780
76;2021-S13;1384;1083;2471;25630;19349;45023;39;694345
76;2021-S13;1469;1219;2691;24398;18835;43266;49;740353
76;2021-S13;1155;1096;2256;21613;16981;38620;59;786358
76;2021-S13;798;667;1466;14737;12904;27662;69;753886
76;2021-S13;501;418;920;9362;8853;18220;79;572470
76;2021-S13;354;195;549;6315;4077;10397;89;325110
76;2021-S13;194;86;280;4277;1429;5706;90;96100
76;2021-S13;8897;7805;16774;163896;136888;301955;0;5924858
84;2021-S13;853;873;1739;22139;22867;45714;09;940637
84;2021-S13;2459;2653;5129;35944;37542;73807;19;999616
84;2021-S13;2317;2193;4517;29222;24075;53342;29;894918
84;2021-S13;2449;2007;4458;32241;25270;57563;39;1005784
84;2021-S13;2475;2103;4582;28501;23818;52378;49;1035354
84;2021-S13;2046;1963;4010;23753;19898;43673;59;1044459
84;2021-S13;1295;1139;2435;16267;13869;30144;69;926660
84;2021-S13;788;686;1474;10254;9035;19292;79;687362
84;2021-S13;444;316;760;6100;4010;10114;89;387722
84;2021-S13;180;76;256;3049;1132;4181;90;109865
84;2021-S13;15309;14013;29367;207498;181549;390278;0;8032377
93;2021-S13;561;581;1149;11973;13599;25667;09;551927
93;2021-S13;1558;1606;3187;20768;21552;42452;19;576838
93;2021-S13;1715;1489;3211;23275;18093;41433;29;509956
93;2021-S13;1842;1498;3351;26135;19427;45631;39;599102
93;2021-S13;1909;1554;3465;23417;18616;42076;49;631386
93;2021-S13;1755;1422;3182;22370;17583;40000;59;678493
93;2021-S13;1122;937;2061;15207;12876;28112;69;632786
93;2021-S13;602;505;1107;9824;8579;18415;79;509519
93;2021-S13;353;242;597;6796;4096;10896;89;284990
93;2021-S13;167;60;227;4476;1260;5738;90;80654
93;2021-S13;11586;9901;21546;164272;135710;300484;0;5055651
94;2021-S13;13;15;29;498;516;1020;09;33744
94;2021-S13;25;36;61;1089;1125;2233;19;34811
94;2021-S13;25;35;60;1265;1124;2393;29;33361
94;2021-S13;49;30;79;1522;1245;2771;39;43624
94;2021-S13;42;50;92;1441;1312;2754;49;45205
94;2021-S13;35;29;65;1503;1417;2922;59;47970
94;2021-S13;29;27;56;1062;1034;2100;69;45095
94;2021-S13;29;10;39;635;625;1260;79;36685
94;2021-S13;10;8;18;325;228;553;89;19405
94;2021-S13;3;4;7;153;59;212;90;4779
94;2021-S13;260;244;506;9494;8688;18222;0;344679
01;2021-S14;7;4;11;47;49;98;09;40134
01;2021-S14;30;18;48;239;233;475;19;50483
01;2021-S14;44;29;73;421;281;702;29;34558
01;2021-S14;51;32;83;448;359;810;39;37149
01;2021-S14;75;47;122;530;383;913;49;48928
01;2021-S14;70;51;121;549;385;935;59;60524
01;2021-S14;51;34;85;379;320;699;69;51113
01;2021-S14;27;24;51;204;165;369;79;33062
01;2021-S14;7;7;14;74;66;140;89;16008
01;2021-S14;1;1;2;16;14;30;90;4920
01;2021-S14;363;247;610;2907;2255;5171;0;376879
02;2021-S14;11;16;27;123;114;239;09;33991
02;2021-S14;30;29;59;349;304;656;19;43014
02;2021-S14;41;34;75;581;452;1034;29;31496
02;2021-S14;69;40;109;689;473;1163;39;34280
02;2021-S14;78;58;136;702;531;1235;49;42967
02;2021-S14;110;84;194;882;599;1483;59;62671
02;2021-S14;76;62;138;583;430;1015;69;52556
02;2021-S14;27;28;55;225;197;422;79;33509
02;2021-S14;11;12;23;119;89;208;89;18767
02;2021-S14;7;3;10;43;21;64;90;5498
02;2021-S14;460;366;826;4296;3210;7519;0;358749
03;2021-S14;8;8;16;83;62;145;09;62043
03;2021-S14;21;14;35;208;236;445;19;58638
03;2021-S14;40;37;77;492;450;944;29;40421
03;2021-S14;46;36;82;521;465;990;39;39602
03;2021-S14;35;32;67;373;397;771;49;34757
03;2021-S14;26;18;44;325;323;650;59;27026
03;2021-S14;26;14;40;243;259;502;69;17446
03;2021-S14;5;3;8;95;78;173;79;7368
03;2021-S14;1;2;3;25;25;50;89;2721
03;2021-S14;1;0;1;17;4;21;90;669
03;2021-S14;210;164;374;2383;2300;4693;0;290691
04;2021-S14;50;45;95;1482;1642;3125;09;121691
04;2021-S14;81;87;168;2747;2932;5682;19;134452
04;2021-S14;86;68;154;1519;1240;2760;29;98215
04;2021-S14;75;73;148;1878;1374;3252;39;104568
04;2021-S14;75;70;145;1616;1365;2982;49;113615
04;2021-S14;51;60;111;1336;1183;2521;59;125597
04;2021-S14;24;26;50;859;914;1775;69;89851
04;2021-S14;18;15;33;455;474;931;79;46693
04;2021-S14;11;1;12;207;148;355;89;20815
04;2021-S14;3;2;5;49;26;75;90;4462
04;2021-S14;474;447;921;12148;11298;23458;0;859959
05;2021-S14;0;0;0;0;0;0;09;703.704828175651
05;2021-S14;0;0;0;0;0;0;19;723.725880519921
05;2021-S14;0;0;0;2;0;2;29;475.133162078732
05;2021-S14;0;0;0;0;0;0;39;764.547319147651
05;2021-S14;0;0;0;0;2;2;49;1017.17633756848
05;2021-S14;0;0;0;4;5;9;59;978.233665832332
05;2021-S14;0;0;0;3;5;8;69;674.735312241807
05;2021-S14;0;0;0;0;1;1;79;405.196420115493
05;2021-S14;0;0;0;0;0;0;89;210.595968638888
05;2021-S14;0;0;0;0;0;0;90;43.9511056810479
05;2021-S14;0;0;0;9;13;22;0;5997
06;2021-S14;5;1;6;83;108;192;09;84963
06;2021-S14;19;10;29;442;399;848;19;65294
06;2021-S14;13;10;24;274;322;597;29;36651
06;2021-S14;11;12;23;201;281;482;39;37697
06;2021-S14;15;11;26;149;232;381;49;28132
06;2021-S14;4;6;10;106;167;273;59;14768
06;2021-S14;3;0;3;68;100;168;69;7746
06;2021-S14;0;1;1;14;22;36;79;3034
06;2021-S14;0;0;0;2;3;5;89;1005
06;2021-S14;0;0;0;0;2;2;90;181
06;2021-S14;70;51;122;1340;1636;2985;0;279471
07;2021-S14;0;0;0;5;4;9;09;1034
07;2021-S14;1;0;1;59;45;104;19;835
07;2021-S14;3;1;4;123;112;236;29;1605
07;2021-S14;2;2;4;90;117;207;39;1752
07;2021-S14;1;3;4;75;91;166;49;1808
07;2021-S14;4;2;6;62;72;134;59;1548
07;2021-S14;5;0;5;41;34;75;69;742
07;2021-S14;1;1;2;12;17;29;79;421
07;2021-S14;0;1;1;5;2;7;89;181
07;2021-S14;0;0;0;0;0;0;90;35
07;2021-S14;17;10;27;472;494;967;0;9961
08;2021-S14;0;0;0;3;5;8;09;5712.98144471701
08;2021-S14;0;0;0;49;45;94;19;5939.43465671908
08;2021-S14;1;1;2;94;68;162;29;3799.05464202964
08;2021-S14;0;0;0;100;70;170;39;4598.38462039786
08;2021-S14;3;0;3;88;74;162;49;5611.98359257117
08;2021-S14;0;0;0;94;97;191;59;5042.53434487755
08;2021-S14;0;0;0;49;66;115;69;3060.02499200135
08;2021-S14;1;0;1;27;29;56;79;1152.93437717932
08;2021-S14;1;0;1;5;3;8;89;346.012162334751
08;2021-S14;0;0;0;1;0;1;90;70.6551671722845
08;2021-S14;6;1;7;510;457;967;0;35334
11;2021-S14;1378;1428;3021;16779;17550;36130;09;1594856
11;2021-S14;3853;3623;7851;35499;32815;70630;19;1546109
11;2021-S14;5734;5275;11069;58907;47868;107240;29;1651917
11;2021-S14;6178;5277;11523;56115;48255;104801;39;1757848
11;2021-S14;5548;5042;10651;47057;42275;89673;49;1671811
11;2021-S14;4342;3967;8370;37016;32574;69830;59;1538636
11;2021-S14;2398;2115;4539;23079;20257;43469;69;1177841
11;2021-S14;1094;993;2090;11840;10427;22313;79;792962
11;2021-S14;609;353;964;7086;4321;11421;89;424358
11;2021-S14;274;117;393;4441;1346;5793;90;121872
11;2021-S14;31415;28206;60496;297895;257784;561502;0;12278210
24;2021-S14;128;152;294;1691;1754;3531;09;284406
24;2021-S14;476;442;938;4488;4326;8912;19;314164
24;2021-S14;531;481;1014;6230;5004;11255;29;248773
24;2021-S14;567;466;1034;6746;5268;12023;39;292368
24;2021-S14;616;496;1113;6307;4981;11301;49;320587
24;2021-S14;515;504;1021;5856;4658;10529;59;340563
24;2021-S14;339;281;620;3971;3417;7400;69;330686
24;2021-S14;188;160;348;2709;2504;5217;79;240021
24;2021-S14;117;58;175;2289;1326;3617;89;144224
24;2021-S14;53;24;77;1731;519;2250;90;43281
24;2021-S14;3532;3064;6636;42026;33760;76046;0;2559073
27;2021-S14;170;154;326;2184;2423;4628;09;293052
27;2021-S14;586;563;1154;5243;5459;10726;19;333965
27;2021-S14;614;590;1205;6700;5912;12621;29;276000
27;2021-S14;582;469;1051;6967;5578;12549;39;315411
27;2021-S14;640;546;1187;6605;5451;12058;49;341897
27;2021-S14;518;524;1042;6262;5220;11483;59;373767
27;2021-S14;422;404;826;4846;4218;9065;69;370797
27;2021-S14;243;208;451;3257;3023;6281;79;274422
27;2021-S14;159;96;255;2363;1506;3870;89;158471
27;2021-S14;76;23;99;1461;457;1919;90;45257
27;2021-S14;4010;3577;7596;45888;39248;85201;0;2783039
28;2021-S14;224;259;505;4028;4142;8409;09;367591
28;2021-S14;676;672;1369;7450;7459;15102;19;413746
28;2021-S14;724;720;1447;9348;7353;16732;29;341929
28;2021-S14;761;647;1411;10154;7504;17702;39;385115
28;2021-S14;807;664;1474;9139;7039;16210;49;407095
28;2021-S14;669;610;1281;8236;6591;14841;59;435868
28;2021-S14;458;418;877;5760;4980;10753;69;428446
28;2021-S14;250;207;458;3629;3185;6824;79;298735
28;2021-S14;172;108;280;3082;1712;4796;89;175068
28;2021-S14;73;30;104;1989;621;2611;90;49907
28;2021-S14;4814;4338;9209;62825;50594;114003;0;3303500
32;2021-S14;661;659;1324;8896;9255;18212;09;731751
32;2021-S14;1643;1526;3185;16768;15860;32770;19;793787
32;2021-S14;1786;1635;3453;19570;16178;36064;29;690891
32;2021-S14;1886;1544;3439;20412;16522;37108;39;752457
32;2021-S14;1747;1520;3270;18096;15353;33562;49;759226
32;2021-S14;1488;1353;2847;15480;13079;28645;59;763464
32;2021-S14;1023;830;1853;10535;9057;19628;69;702149
32;2021-S14;562;465;1029;6322;5450;11790;79;452001
32;2021-S14;377;194;571;4890;2516;7406;89;253185
32;2021-S14;160;64;224;2685;747;3434;90;63751
32;2021-S14;11341;9794;21207;123713;104046;228712;0;5962662
44;2021-S14;337;380;721;5452;5897;11463;09;598364
44;2021-S14;1015;1086;2117;11819;11680;23616;19;659759
44;2021-S14;1286;1124;2418;17808;15577;33438;29;616448
44;2021-S14;1253;1106;2364;18578;16360;35010;39;675514
44;2021-S14;1281;1172;2460;17153;16185;33399;49;694218
44;2021-S14;1053;1040;2100;17468;16891;34428;59;754610
44;2021-S14;741;659;1405;12196;11620;23875;69;703015
44;2021-S14;411;372;790;6708;6757;13518;79;465823
44;2021-S14;273;185;463;4873;3023;7934;89;276017
44;2021-S14;98;38;137;2556;718;3285;90;67979
44;2021-S14;7749;7163;14978;114615;104715;219979;0;5511747
52;2021-S14;250;248;512;3720;3844;7688;09;437494
52;2021-S14;725;740;1476;8716;8346;17182;19;496015
52;2021-S14;759;766;1525;10619;8598;19222;29;397640
52;2021-S14;715;591;1306;10638;8465;19108;39;456089
52;2021-S14;773;724;1497;9880;8386;18275;49;487292
52;2021-S14;641;624;1265;8568;7087;15660;59;483216
52;2021-S14;471;416;887;6236;5554;11791;69;463141
52;2021-S14;247;236;484;4023;3782;7806;79;327708
52;2021-S14;153;101;254;3259;2091;5351;89;195383
52;2021-S14;71;33;104;2355;765;3122;90;57819
52;2021-S14;4806;4480;9312;68019;56928;125226;0;3801797
53;2021-S14;137;167;305;2802;3036;5876;09;356171
53;2021-S14;475;528;1007;5941;6150;12153;19;417460
53;2021-S14;490;525;1016;7881;6883;14776;29;336312
53;2021-S14;450;333;783;8082;6558;14644;39;378200
53;2021-S14;441;454;895;7389;6496;13895;49;424113
53;2021-S14;348;375;724;6360;5572;11938;59;442875
53;2021-S14;246;218;464;4786;4455;9246;69;436709
53;2021-S14;135;120;255;3196;2880;6076;79;310902
53;2021-S14;70;44;114;2526;1528;4055;89;188000
53;2021-S14;39;25;64;1470;516;1986;90;49637
53;2021-S14;2831;2790;5629;50434;44078;94652;0;3340379
75;2021-S14;258;262;524;3858;4316;8273;09;598395
75;2021-S14;790;832;1636;11057;11004;22214;19;694926
75;2021-S14;896;872;1771;14512;12459;27005;29;595642
75;2021-S14;836;702;1540;14775;11401;26201;39;679104
75;2021-S14;920;789;1711;14243;11398;25662;49;757513
75;2021-S14;827;734;1562;13443;10536;23994;59;804241
75;2021-S14;530;482;1012;9461;8395;17863;69;809683
75;2021-S14;295;272;567;6327;5952;12289;79;601384
75;2021-S14;182;95;277;4944;3233;8180;89;353294
75;2021-S14;90;38;128;3509;1157;4668;90;105800
75;2021-S14;5628;5080;10734;96150;79861;176380;0;5999982
76;2021-S14;275;303;594;4553;4914;9654;09;624545
76;2021-S14;864;916;1804;10876;11246;22367;19;695911
76;2021-S14;1198;1048;2251;17072;14218;31341;29;635780
76;2021-S14;1098;919;2019;17559;13537;31137;39;694345
76;2021-S14;1259;1041;2303;17068;13461;30573;49;740353
76;2021-S14;1099;904;2006;16013;12343;28384;59;786358
76;2021-S14;710;610;1321;11183;9848;21051;69;753886
76;2021-S14;424;357;781;7662;7009;14678;79;572470
76;2021-S14;298;170;468;5888;3701;9595;89;325110
76;2021-S14;197;64;261;4104;1339;5445;90;96100
76;2021-S14;7428;6335;13817;112029;91639;204303;0;5924858
84;2021-S14;543;557;1104;7610;8061;15733;09;940637
84;2021-S14;1918;1955;3891;18013;18221;36335;19;999616
84;2021-S14;2022;1881;3905;22013;18726;40773;29;894918
84;2021-S14;2105;1871;3978;23504;19307;42832;39;1005784
84;2021-S14;2321;1879;4202;20953;17932;38912;49;1035354
84;2021-S14;1816;1736;3552;18041;15757;33808;59;1044459
84;2021-S14;1157;969;2126;12818;11079;23911;69;926660
84;2021-S14;698;581;1279;8452;7571;16027;79;687362
84;2021-S14;414;313;727;5433;3607;9041;89;387722
84;2021-S14;210;71;281;2927;997;3924;90;109865
84;2021-S14;13209;11817;25054;139778;121273;261329;0;8032377
93;2021-S14;319;308;631;4614;4926;9582;09;551927
93;2021-S14;1099;1035;2145;10875;10529;21496;19;576838
93;2021-S14;1402;1230;2636;17911;13945;31916;29;509956
93;2021-S14;1479;1203;2684;18983;14907;33933;39;599102
93;2021-S14;1518;1256;2778;17670;14340;32058;49;631386
93;2021-S14;1389;1181;2580;17422;13828;31288;59;678493
93;2021-S14;907;753;1662;12071;10351;22442;69;632786
93;2021-S14;472;419;892;8185;7328;15521;79;509519
93;2021-S14;333;238;571;6222;3765;9988;89;284990
93;2021-S14;115;53;168;4165;1202;5369;90;80654
93;2021-S14;9035;7679;16753;118134;95129;213623;0;5055651
94;2021-S14;8;15;23;228;233;466;09;33744
94;2021-S14;24;26;52;548;521;1078;19;34811
94;2021-S14;44;21;65;1010;926;1939;29;33361
94;2021-S14;37;33;70;1183;1044;2227;39;43624
94;2021-S14;33;33;66;1122;1066;2189;49;45205
94;2021-S14;40;29;69;1259;1087;2346;59;47970
94;2021-S14;18;25;43;924;866;1790;69;45095
94;2021-S14;10;14;24;547;572;1119;79;36685
94;2021-S14;14;8;22;270;256;526;89;19405
94;2021-S14;4;0;4;117;52;169;90;4779
94;2021-S14;232;204;438;7208;6625;13851;0;344679
01;2021-S15;8;10;18;104;113;218;09;40134
01;2021-S15;50;41;91;376;342;718;19;50483
01;2021-S15;66;45;111;595;446;1043;29;34558
01;2021-S15;77;40;117;618;432;1051;39;37149
01;2021-S15;73;45;118;686;530;1216;49;48928
01;2021-S15;84;79;163;692;597;1289;59;60524
01;2021-S15;49;48;97;483;410;893;69;51113
01;2021-S15;32;26;58;220;215;436;79;33062
01;2021-S15;9;18;27;80;75;156;89;16008
01;2021-S15;3;1;4;34;13;47;90;4920
01;2021-S15;451;353;804;3888;3174;7068;0;376879
02;2021-S15;6;11;17;129;122;251;09;33991
02;2021-S15;41;33;75;405;315;725;19;43014
02;2021-S15;47;26;73;641;497;1141;29;31496
02;2021-S15;51;32;83;769;511;1282;39;34280
02;2021-S15;64;40;104;767;580;1348;49;42967
02;2021-S15;96;72;168;995;726;1721;59;62671
02;2021-S15;59;43;102;637;515;1152;69;52556
02;2021-S15;22;18;40;287;237;524;79;33509
02;2021-S15;11;4;15;147;93;241;89;18767
02;2021-S15;3;1;4;51;28;79;90;5498
02;2021-S15;400;280;681;4828;3624;8464;0;358749
03;2021-S15;5;9;14;74;90;166;09;62043
03;2021-S15;28;32;60;270;295;570;19;58638
03;2021-S15;62;50;113;617;578;1204;29;40421
03;2021-S15;60;42;102;721;563;1293;39;39602
03;2021-S15;40;39;79;543;469;1019;49;34757
03;2021-S15;36;27;63;460;409;870;59;27026
03;2021-S15;29;26;55;285;336;621;69;17446
03;2021-S15;11;6;17;100;86;186;79;7368
03;2021-S15;2;1;3;40;18;58;89;2721
03;2021-S15;0;0;0;12;4;16;90;669
03;2021-S15;273;232;506;3122;2848;6003;0;290691
04;2021-S15;40;35;75;1691;1834;3531;09;121691
04;2021-S15;76;89;165;3212;3283;6497;19;134452
04;2021-S15;76;49;125;1578;1335;2916;29;98215
04;2021-S15;74;59;135;1871;1416;3294;39;104568
04;2021-S15;70;66;136;1697;1432;3129;49;113615
04;2021-S15;64;60;124;1385;1343;2730;59;125597
04;2021-S15;37;26;63;949;941;1890;69;89851
04;2021-S15;14;15;29;429;508;937;79;46693
04;2021-S15;11;6;17;222;152;374;89;20815
04;2021-S15;2;0;2;54;16;70;90;4462
04;2021-S15;464;405;871;13088;12260;25368;0;859959
05;2021-S15;0;0;0;0;0;0;09;703.704828175651
05;2021-S15;0;0;0;0;0;0;19;723.725880519921
05;2021-S15;0;0;0;0;1;1;29;475.133162078732
